epochs,batch_size,init_lr,lr_red,model_depth,loss,kernel_size,auc
15.0,64.0,0.0001,yes,12.0,bce,"(60, 30, 15)",0.818332599405185
15.0,64.0,0.0001,yes,12.0,wbce,"(20, 10, 5)",0.6822956273084956
15.0,64.0,0.0001,yes,12.0,wbce,"(40, 20, 10)",0.7981946129123592
15.0,64.0,0.0001,yes,12.0,wbce,"(60, 30, 15)",0.732772419658643
15.0,64.0,0.0001,no,6.0,bce,"(20, 10, 5)",0.8842322950628567
15.0,64.0,0.0001,no,6.0,bce,"(40, 20, 10)",0.8884776586835356
15.0,64.0,0.0001,no,6.0,bce,"(60, 30, 15)",0.8796687465360368
15.0,64.0,0.0001,no,6.0,wbce,"(20, 10, 5)",0.880483338427528
15.0,64.0,0.0001,no,6.0,wbce,"(40, 20, 10)",0.884879211812892
15.0,64.0,0.0001,no,6.0,wbce,"(60, 30, 15)",0.8648185070802792
15.0,64.0,0.0001,no,9.0,bce,"(20, 10, 5)",0.8887292712475533
15.0,64.0,0.0001,no,9.0,bce,"(40, 20, 10)",0.8774176298509856
15.0,64.0,0.0001,no,9.0,bce,"(60, 30, 15)",0.8592101260153561
15.0,64.0,0.0001,no,9.0,wbce,"(20, 10, 5)",0.8879686945776258
15.0,64.0,0.0001,no,9.0,wbce,"(40, 20, 10)",0.8777065619900363
15.0,64.0,0.0001,no,9.0,wbce,"(60, 30, 15)",0.8706215146881983
15.0,64.0,0.0001,no,12.0,bce,"(20, 10, 5)",0.8843540060742988
15.0,64.0,0.0001,no,12.0,bce,"(40, 20, 10)",0.8713986696917003
15.0,64.0,0.0001,no,12.0,bce,"(60, 30, 15)",0.8357380655090743
15.0,64.0,0.0001,no,12.0,wbce,"(20, 10, 5)",0.875681537954376
15.0,64.0,0.0001,no,12.0,wbce,"(40, 20, 10)",0.8778967035472262
15.0,64.0,0.0001,no,12.0,wbce,"(60, 30, 15)",0.8667717558229374
15.0,64.0,1e-05,yes,6.0,bce,"(20, 10, 5)",0.530382058286479
15.0,64.0,1e-05,yes,6.0,bce,"(40, 20, 10)",0.5849637551318967
15.0,64.0,1e-05,yes,6.0,bce,"(60, 30, 15)",0.5989284665626066
15.0,64.0,1e-05,yes,6.0,wbce,"(20, 10, 5)",0.5855948148412321
15.0,64.0,1e-05,yes,6.0,wbce,"(40, 20, 10)",0.5265904329654676
15.0,64.0,1e-05,yes,6.0,wbce,"(60, 30, 15)",0.587851972971349
15.0,64.0,1e-05,yes,9.0,bce,"(20, 10, 5)",0.5465757067301951
15.0,64.0,1e-05,yes,9.0,bce,"(40, 20, 10)",0.548251486898229
15.0,64.0,1e-05,yes,9.0,bce,"(60, 30, 15)",0.541613543903151
15.0,64.0,1e-05,yes,9.0,wbce,"(20, 10, 5)",0.5024787068443165
15.0,64.0,1e-05,yes,9.0,wbce,"(40, 20, 10)",0.537536475601708
15.0,64.0,1e-05,yes,9.0,wbce,"(60, 30, 15)",0.5784159739964272
15.0,64.0,1e-05,yes,12.0,bce,"(20, 10, 5)",0.5580977367597698
15.0,64.0,1e-05,yes,12.0,bce,"(40, 20, 10)",0.5668969865208346
15.0,64.0,1e-05,yes,12.0,bce,"(60, 30, 15)",0.6230681652069091
15.0,64.0,1e-05,yes,12.0,wbce,"(20, 10, 5)",0.5141277467009419
15.0,64.0,1e-05,yes,12.0,wbce,"(40, 20, 10)",0.5397983140983077
15.0,64.0,1e-05,yes,12.0,wbce,"(60, 30, 15)",0.5726356247792952
15.0,64.0,1e-05,no,6.0,bce,"(20, 10, 5)",0.7931552066125724
15.0,64.0,1e-05,no,6.0,bce,"(40, 20, 10)",0.8322403727979352
15.0,64.0,1e-05,no,6.0,bce,"(60, 30, 15)",0.8514898168202811
15.0,64.0,1e-05,no,6.0,wbce,"(20, 10, 5)",0.7664210972735184
15.0,64.0,1e-05,no,6.0,wbce,"(40, 20, 10)",0.8202605832203567
15.0,64.0,1e-05,no,6.0,wbce,"(60, 30, 15)",0.8276818446879736
15.0,64.0,1e-05,no,9.0,bce,"(20, 10, 5)",0.8173180718697709
15.0,64.0,1e-05,no,9.0,bce,"(40, 20, 10)",0.8342719841203777
15.0,64.0,1e-05,no,9.0,bce,"(60, 30, 15)",0.856322147156296
15.0,64.0,1e-05,no,9.0,wbce,"(20, 10, 5)",0.7916215697202055
15.0,64.0,1e-05,no,9.0,wbce,"(40, 20, 10)",0.7909390013615315
15.0,64.0,1e-05,no,9.0,wbce,"(60, 30, 15)",0.812403841586116
15.0,64.0,1e-05,no,12.0,bce,"(20, 10, 5)",0.8224769509089397
15.0,64.0,1e-05,no,12.0,bce,"(40, 20, 10)",0.8514823242274542
15.0,64.0,1e-05,no,12.0,bce,"(60, 30, 15)",0.8612483451545733
15.0,64.0,1e-05,no,12.0,wbce,"(20, 10, 5)",0.8148189781014147
15.0,64.0,1e-05,no,12.0,wbce,"(40, 20, 10)",0.8062126304047471
15.0,64.0,1e-05,no,12.0,wbce,"(60, 30, 15)",0.782353477403516
