epochs,batch_size,init_lr,lr_red,model_depth,loss,kernel_size,auc
15.0,64.0,0.001,no,12.0,wbce,"(40, 20, 10)",0.7417856932947151
15.0,64.0,0.001,no,12.0,wbce,"(60, 30, 15)",0.7330894345117306
15.0,64.0,0.0001,yes,6.0,bce,"(20, 10, 5)",0.5960969360936202
15.0,64.0,0.0001,yes,6.0,bce,"(40, 20, 10)",0.6131217312972851
15.0,64.0,0.0001,yes,6.0,bce,"(60, 30, 15)",0.6504672374776054
15.0,64.0,0.0001,yes,6.0,wbce,"(20, 10, 5)",0.6593552252901995
15.0,64.0,0.0001,yes,6.0,wbce,"(40, 20, 10)",0.6479868969246829
15.0,64.0,0.0001,yes,6.0,wbce,"(60, 30, 15)",0.663889787806803
15.0,64.0,0.0001,yes,9.0,bce,"(20, 10, 5)",0.5975575555506076
15.0,64.0,0.0001,yes,9.0,bce,"(40, 20, 10)",0.6210226061707651
15.0,64.0,0.0001,yes,9.0,bce,"(60, 30, 15)",0.6542573275809811
15.0,64.0,0.0001,yes,9.0,wbce,"(20, 10, 5)",0.5980902621930171
15.0,64.0,0.0001,yes,9.0,wbce,"(40, 20, 10)",0.6446453445393793
15.0,64.0,0.0001,yes,9.0,wbce,"(60, 30, 15)",0.6380808223630782
15.0,64.0,0.0001,yes,12.0,bce,"(20, 10, 5)",0.6166773586378037
15.0,64.0,0.0001,yes,12.0,bce,"(40, 20, 10)",0.6532363827168168
15.0,64.0,0.0001,yes,12.0,bce,"(60, 30, 15)",0.6579555164847019
15.0,64.0,0.0001,yes,12.0,wbce,"(20, 10, 5)",0.6081461523033914
15.0,64.0,0.0001,yes,12.0,wbce,"(40, 20, 10)",0.6328146021852963
15.0,64.0,0.0001,yes,12.0,wbce,"(60, 30, 15)",0.6548293617959718
15.0,64.0,0.0001,no,6.0,bce,"(20, 10, 5)",0.731772228925066
15.0,64.0,0.0001,no,6.0,bce,"(40, 20, 10)",0.7328297849802192
15.0,64.0,0.0001,no,6.0,bce,"(60, 30, 15)",0.7550059517061446
15.0,64.0,0.0001,no,6.0,wbce,"(20, 10, 5)",0.737661188829518
15.0,64.0,0.0001,no,6.0,wbce,"(40, 20, 10)",0.7282577924608301
15.0,64.0,0.0001,no,6.0,wbce,"(60, 30, 15)",0.7351204443851436
15.0,64.0,0.0001,no,9.0,bce,"(20, 10, 5)",0.7372966006559173
15.0,64.0,0.0001,no,9.0,bce,"(40, 20, 10)",0.7431425156950672
15.0,64.0,0.0001,no,9.0,bce,"(60, 30, 15)",0.7267174524537374
15.0,64.0,0.0001,no,9.0,wbce,"(20, 10, 5)",0.7107584059790212
15.0,64.0,0.0001,no,9.0,wbce,"(40, 20, 10)",0.7099295191171557
15.0,64.0,0.0001,no,9.0,wbce,"(60, 30, 15)",0.7053944390393362
15.0,64.0,0.0001,no,12.0,bce,"(20, 10, 5)",0.6962443364270579
15.0,64.0,0.0001,no,12.0,bce,"(40, 20, 10)",0.7292079815155065
15.0,64.0,0.0001,no,12.0,bce,"(60, 30, 15)",0.7423791393836314
15.0,64.0,0.0001,no,12.0,wbce,"(20, 10, 5)",0.6969873587753059
15.0,64.0,0.0001,no,12.0,wbce,"(40, 20, 10)",0.6956786193321894
15.0,64.0,0.0001,no,12.0,wbce,"(60, 30, 15)",0.7121210726431193
15.0,64.0,1e-05,yes,6.0,bce,"(20, 10, 5)",0.6007105998877028
15.0,64.0,1e-05,yes,6.0,bce,"(40, 20, 10)",0.6301974516441536
15.0,64.0,1e-05,yes,6.0,bce,"(60, 30, 15)",0.6072985436120111
15.0,64.0,1e-05,yes,6.0,wbce,"(20, 10, 5)",0.5985686807674563
15.0,64.0,1e-05,yes,6.0,wbce,"(40, 20, 10)",0.6112649989024245
15.0,64.0,1e-05,yes,6.0,wbce,"(60, 30, 15)",0.6032569213348621
15.0,64.0,1e-05,yes,9.0,bce,"(20, 10, 5)",0.6043248836231999
15.0,64.0,1e-05,yes,9.0,bce,"(40, 20, 10)",0.5940331141624484
15.0,64.0,1e-05,yes,9.0,bce,"(60, 30, 15)",0.5941236955187894
15.0,64.0,1e-05,yes,9.0,wbce,"(20, 10, 5)",0.5901195279626251
15.0,64.0,1e-05,yes,9.0,wbce,"(40, 20, 10)",0.5968927767380149
15.0,64.0,1e-05,yes,9.0,wbce,"(60, 30, 15)",0.5825041094416749
15.0,64.0,1e-05,yes,12.0,bce,"(20, 10, 5)",0.6078769291013137
15.0,64.0,1e-05,yes,12.0,bce,"(40, 20, 10)",0.61491224728874
15.0,64.0,1e-05,yes,12.0,bce,"(60, 30, 15)",0.621559612018931
15.0,64.0,1e-05,yes,12.0,wbce,"(20, 10, 5)",0.6266648396272045
15.0,64.0,1e-05,yes,12.0,wbce,"(40, 20, 10)",0.622525370033679
15.0,64.0,1e-05,yes,12.0,wbce,"(60, 30, 15)",0.6377026606234623
15.0,64.0,1e-05,no,6.0,bce,"(20, 10, 5)",0.6268597028936176
15.0,64.0,1e-05,no,6.0,bce,"(40, 20, 10)",0.6727537494363983
15.0,64.0,1e-05,no,6.0,bce,"(60, 30, 15)",0.6950370983702882
15.0,64.0,1e-05,no,6.0,wbce,"(20, 10, 5)",0.6053880837720257
15.0,64.0,1e-05,no,6.0,wbce,"(40, 20, 10)",0.631288729960092
15.0,64.0,1e-05,no,6.0,wbce,"(60, 30, 15)",0.638639183569825
15.0,64.0,1e-05,no,9.0,bce,"(20, 10, 5)",0.6483292146480423
15.0,64.0,1e-05,no,9.0,bce,"(40, 20, 10)",0.6868436142783995
15.0,64.0,1e-05,no,9.0,bce,"(60, 30, 15)",0.6735347804580796
15.0,64.0,1e-05,no,9.0,wbce,"(20, 10, 5)",0.6396243181142749
15.0,64.0,1e-05,no,9.0,wbce,"(40, 20, 10)",0.6402750102547504
15.0,64.0,1e-05,no,9.0,wbce,"(60, 30, 15)",0.6239984358210742
15.0,64.0,1e-05,no,12.0,bce,"(20, 10, 5)",0.6620857687414589
15.0,64.0,1e-05,no,12.0,bce,"(40, 20, 10)",0.7131295873450866
15.0,64.0,1e-05,no,12.0,bce,"(60, 30, 15)",0.6611033070870264
15.0,64.0,1e-05,no,12.0,wbce,"(20, 10, 5)",0.6420719791544385
15.0,64.0,1e-05,no,12.0,wbce,"(40, 20, 10)",0.6100463369482333
